App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,
joda-time-main,TestPeriodFormatterBuilder.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestPeriodFormatterBuilder.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\format\PeriodFormatterBuilder.java,src\test\java\org\joda\time\format\TestPeriodFormatterBuilder.java,src\main\java\org\joda\time\format\PeriodFormatterBuilder.java,85,67,0,1,0,0,20,0,0,0,0,0,0,0,71,551,19,1,0,0,81,0,
joda-time-main,TestTextFields.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\format\TestTextFields.java,,src\test\java\org\joda\time\format\TestTextFields.java,,9,0,5,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,0,
joda-time-main,TestAbstractPartial.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestAbstractPartial.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\base\AbstractPartial.java,src\test\java\org\joda\time\TestAbstractPartial.java,src\main\java\org\joda\time\base\AbstractPartial.java,10,6,0,1,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,
joda-time-main,TestAll.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestAll.java,,src\test\java\org\joda\time\TestAll.java,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestAllPackages.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestAllPackages.java,,src\test\java\org\joda\time\TestAllPackages.java,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestBasePartial.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestBasePartial.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\base\BasePartial.java,src\test\java\org\joda\time\TestBasePartial.java,src\main\java\org\joda\time\base\BasePartial.java,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
joda-time-main,TestBaseSingleFieldPeriod.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestBaseSingleFieldPeriod.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\base\BaseSingleFieldPeriod.java,src\test\java\org\joda\time\TestBaseSingleFieldPeriod.java,src\main\java\org\joda\time\base\BaseSingleFieldPeriod.java,16,10,0,1,0,0,6,0,0,0,0,0,0,0,10,25,2,0,0,0,12,0,
joda-time-main,TestChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestChronology.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\Chronology.java,src\test\java\org\joda\time\TestChronology.java,src\main\java\org\joda\time\Chronology.java,11,7,0,1,0,0,0,0,0,0,0,2,0,0,7,48,0,0,0,0,7,0,
joda-time-main,TestDateMidnight_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateMidnight_Basics.java,,src\test\java\org\joda\time\TestDateMidnight_Basics.java,,63,46,0,1,0,0,9,0,0,0,1,5,0,0,,,14,0,0,0,58,0,
joda-time-main,TestDateMidnight_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateMidnight_Constructors.java,,src\test\java\org\joda\time\TestDateMidnight_Constructors.java,,46,36,0,1,0,0,41,0,0,0,0,1,0,0,,,3,0,0,0,42,0,
joda-time-main,TestDateMidnight_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateMidnight_Properties.java,,src\test\java\org\joda\time\TestDateMidnight_Properties.java,,38,31,0,1,0,0,0,0,0,0,0,19,0,0,,,4,0,0,0,34,0,
joda-time-main,TestDateTimeComparator.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTimeComparator.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\DateTimeComparator.java,src\test\java\org\joda\time\TestDateTimeComparator.java,src\main\java\org\joda\time\DateTimeComparator.java,49,8,1,1,0,0,3,37,0,0,2,5,0,0,25,157,1,0,0,0,42,0,
joda-time-main,TestDateTimeConstants.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTimeConstants.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\DateTimeConstants.java,src\test\java\org\joda\time\TestDateTimeConstants.java,src\main\java\org\joda\time\DateTimeConstants.java,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,
joda-time-main,TestDateTimeFieldType.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTimeFieldType.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\DateTimeFieldType.java,src\test\java\org\joda\time\TestDateTimeFieldType.java,src\main\java\org\joda\time\DateTimeFieldType.java,30,24,0,1,0,0,24,0,0,0,23,0,0,0,24,121,0,0,0,0,24,0,
joda-time-main,TestDateTimeUtils.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTimeUtils.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\DateTimeUtils.java,src\test\java\org\joda\time\TestDateTimeUtils.java,src\main\java\org\joda\time\DateTimeUtils.java,28,17,4,1,0,0,7,0,0,0,0,1,0,0,21,58,2,1,0,0,24,0,
joda-time-main,TestDateTimeZone.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTimeZone.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\DateTimeZone.java,src\test\java\org\joda\time\TestDateTimeZone.java,src\main\java\org\joda\time\DateTimeZone.java,58,35,7,1,0,0,20,0,0,0,0,1,0,0,43,360,7,0,0,0,54,0,
joda-time-main,TestDateTimeZoneCutover.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTimeZoneCutover.java,,src\test\java\org\joda\time\TestDateTimeZoneCutover.java,,130,106,1,1,0,0,14,0,0,0,0,98,0,0,,,0,11,0,0,120,0,
joda-time-main,TestDateTime_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTime_Basics.java,,src\test\java\org\joda\time\TestDateTime_Basics.java,,95,69,0,1,0,0,13,0,0,0,0,5,0,0,,,16,0,0,0,90,0,
joda-time-main,TestDateTime_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTime_Constructors.java,,src\test\java\org\joda\time\TestDateTime_Constructors.java,,67,55,0,1,0,0,62,0,0,0,0,1,0,0,,,3,0,0,0,63,0,
joda-time-main,TestDateTime_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDateTime_Properties.java,,src\test\java\org\joda\time\TestDateTime_Properties.java,,83,74,0,1,0,0,13,0,0,0,0,53,0,0,,,24,0,0,0,79,0,
joda-time-main,TestDays.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDays.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\Days.java,src\test\java\org\joda\time\TestDays.java,src\main\java\org\joda\time\Days.java,33,23,0,1,0,0,13,0,0,0,0,1,0,0,28,156,1,0,0,0,29,0,
joda-time-main,TestDurationField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDurationField.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\DurationField.java,src\test\java\org\joda\time\TestDurationField.java,src\main\java\org\joda\time\DurationField.java,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
joda-time-main,TestDurationFieldType.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDurationFieldType.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\DurationFieldType.java,src\test\java\org\joda\time\TestDurationFieldType.java,src\main\java\org\joda\time\DurationFieldType.java,19,13,0,1,0,0,13,0,0,0,12,0,0,0,13,40,0,0,0,0,13,0,
joda-time-main,TestDuration_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDuration_Basics.java,,src\test\java\org\joda\time\TestDuration_Basics.java,,71,21,0,1,0,0,8,0,0,0,0,2,0,0,,,5,0,0,0,67,0,
joda-time-main,TestDuration_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestDuration_Constructors.java,,src\test\java\org\joda\time\TestDuration_Constructors.java,,26,6,0,1,0,0,22,0,0,0,0,0,0,0,,,0,0,0,0,22,0,
joda-time-main,TestHours.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestHours.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\Hours.java,src\test\java\org\joda\time\TestHours.java,src\main\java\org\joda\time\Hours.java,31,20,0,1,0,0,12,0,0,0,0,1,0,0,26,134,1,0,0,0,27,0,
joda-time-main,TestIllegalFieldValueException.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestIllegalFieldValueException.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\IllegalFieldValueException.java,src\test\java\org\joda\time\TestIllegalFieldValueException.java,src\main\java\org\joda\time\IllegalFieldValueException.java,10,8,0,1,0,0,7,0,0,0,0,0,0,0,8,160,5,0,0,0,8,0,
joda-time-main,TestInstant_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestInstant_Basics.java,,src\test\java\org\joda\time\TestInstant_Basics.java,,39,28,0,1,0,0,4,0,0,0,0,2,0,0,,,6,0,0,0,35,0,
joda-time-main,TestInstant_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestInstant_Constructors.java,,src\test\java\org\joda\time\TestInstant_Constructors.java,,20,11,0,1,0,0,16,0,0,0,0,0,0,0,,,0,0,0,0,16,0,
joda-time-main,TestInterval_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestInterval_Basics.java,,src\test\java\org\joda\time\TestInterval_Basics.java,,87,44,0,1,0,0,19,0,0,0,0,3,0,0,,,16,0,0,0,83,0,
joda-time-main,TestInterval_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestInterval_Constructors.java,,src\test\java\org\joda\time\TestInterval_Constructors.java,,64,54,0,1,0,0,60,0,0,0,0,3,0,0,,,2,0,0,0,60,0,
joda-time-main,TestLocalDateTime_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalDateTime_Basics.java,,src\test\java\org\joda\time\TestLocalDateTime_Basics.java,,75,42,0,1,0,0,15,0,0,0,3,10,0,0,,,3,2,0,0,70,0,
joda-time-main,TestLocalDateTime_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalDateTime_Constructors.java,,src\test\java\org\joda\time\TestLocalDateTime_Constructors.java,,61,39,0,1,0,0,57,0,0,0,0,0,0,0,,,3,0,0,0,57,0,
joda-time-main,TestLocalDateTime_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalDateTime_Properties.java,,src\test\java\org\joda\time\TestLocalDateTime_Properties.java,,65,30,0,1,0,0,14,0,0,0,0,7,0,0,,,14,30,0,0,60,0,
joda-time-main,TestLocalDate_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalDate_Basics.java,,src\test\java\org\joda\time\TestLocalDate_Basics.java,,88,36,0,1,0,0,20,0,0,0,3,7,0,0,,,4,0,0,0,83,0,
joda-time-main,TestLocalDate_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalDate_Constructors.java,,src\test\java\org\joda\time\TestLocalDate_Constructors.java,,58,36,0,1,0,0,54,0,0,0,0,0,0,0,,,3,0,0,0,54,0,
joda-time-main,TestLocalDate_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalDate_Properties.java,,src\test\java\org\joda\time\TestLocalDate_Properties.java,,32,16,0,1,0,0,6,0,0,0,0,3,0,0,,,6,11,0,0,27,0,
joda-time-main,TestLocalTime_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalTime_Basics.java,,src\test\java\org\joda\time\TestLocalTime_Basics.java,,55,37,0,1,0,0,16,0,0,0,3,6,0,0,,,5,0,0,0,50,0,
joda-time-main,TestLocalTime_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalTime_Constructors.java,,src\test\java\org\joda\time\TestLocalTime_Constructors.java,,63,48,0,1,0,0,59,0,0,0,0,0,0,0,,,5,0,0,0,59,0,
joda-time-main,TestLocalTime_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestLocalTime_Properties.java,,src\test\java\org\joda\time\TestLocalTime_Properties.java,,44,20,0,1,0,0,12,0,0,0,0,4,0,0,,,12,19,0,0,39,0,
joda-time-main,TestMinMaxLong.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMinMaxLong.java,,src\test\java\org\joda\time\TestMinMaxLong.java,,17,13,1,1,0,0,4,0,0,0,0,11,0,0,,,1,0,0,0,13,0,
joda-time-main,TestMinutes.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMinutes.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\Minutes.java,src\test\java\org\joda\time\TestMinutes.java,src\main\java\org\joda\time\Minutes.java,31,19,0,1,0,0,11,0,0,0,0,1,0,0,26,124,1,0,0,0,27,0,
joda-time-main,TestMonthDay_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMonthDay_Basics.java,,src\test\java\org\joda\time\TestMonthDay_Basics.java,,78,27,0,1,0,0,17,0,0,0,3,4,0,0,,,4,0,0,0,73,0,
joda-time-main,TestMonthDay_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMonthDay_Constructors.java,,src\test\java\org\joda\time\TestMonthDay_Constructors.java,,33,24,0,1,0,0,29,0,0,0,0,0,0,0,,,3,0,0,0,29,0,
joda-time-main,TestMonthDay_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMonthDay_Properties.java,,src\test\java\org\joda\time\TestMonthDay_Properties.java,,23,11,0,1,0,0,3,0,0,0,0,2,0,0,,,3,7,0,0,18,0,
joda-time-main,TestMonths.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMonths.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\Months.java,src\test\java\org\joda\time\TestMonths.java,src\main\java\org\joda\time\Months.java,29,20,1,1,0,0,9,0,0,0,0,1,0,0,24,166,1,0,0,0,25,0,
joda-time-main,TestMutableDateTime_Adds.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutableDateTime_Adds.java,,src\test\java\org\joda\time\TestMutableDateTime_Adds.java,,44,23,0,1,0,0,2,0,0,0,0,29,0,0,,,18,0,0,0,40,0,
joda-time-main,TestMutableDateTime_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutableDateTime_Basics.java,,src\test\java\org\joda\time\TestMutableDateTime_Basics.java,,41,33,0,1,0,0,6,0,0,0,0,11,0,0,,,9,0,0,0,37,0,
joda-time-main,TestMutableDateTime_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutableDateTime_Constructors.java,,src\test\java\org\joda\time\TestMutableDateTime_Constructors.java,,46,36,0,1,0,0,41,0,0,0,0,1,0,0,,,3,0,0,0,42,0,
joda-time-main,TestMutableDateTime_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutableDateTime_Properties.java,,src\test\java\org\joda\time\TestMutableDateTime_Properties.java,,63,33,0,1,0,0,0,0,0,0,0,49,0,0,,,6,0,0,0,59,0,
joda-time-main,TestMutableDateTime_Sets.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutableDateTime_Sets.java,,src\test\java\org\joda\time\TestMutableDateTime_Sets.java,,67,48,0,1,0,0,17,0,0,0,0,33,0,0,,,6,0,0,0,63,0,
joda-time-main,TestMutableInterval_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutableInterval_Basics.java,,src\test\java\org\joda\time\TestMutableInterval_Basics.java,,31,20,0,1,0,0,1,0,0,0,0,2,0,0,,,4,0,0,0,27,0,
joda-time-main,TestMutableInterval_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutableInterval_Constructors.java,,src\test\java\org\joda\time\TestMutableInterval_Constructors.java,,55,45,0,1,0,0,50,0,0,0,0,1,0,0,,,0,0,0,0,51,0,
joda-time-main,TestMutableInterval_Updates.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutableInterval_Updates.java,,src\test\java\org\joda\time\TestMutableInterval_Updates.java,,41,23,0,1,0,0,14,0,0,0,0,1,0,0,,,0,0,0,0,37,0,
joda-time-main,TestMutablePeriod_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutablePeriod_Basics.java,,src\test\java\org\joda\time\TestMutablePeriod_Basics.java,,15,6,0,1,0,0,1,0,0,0,0,2,0,0,,,1,0,0,0,11,0,
joda-time-main,TestMutablePeriod_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutablePeriod_Constructors.java,,src\test\java\org\joda\time\TestMutablePeriod_Constructors.java,,60,54,0,1,0,0,56,0,0,0,0,0,0,0,,,0,0,0,0,56,0,
joda-time-main,TestMutablePeriod_Updates.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestMutablePeriod_Updates.java,,src\test\java\org\joda\time\TestMutablePeriod_Updates.java,,81,77,0,1,0,0,8,0,0,0,0,1,0,0,,,1,0,0,0,77,0,
joda-time-main,TestPartial_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestPartial_Basics.java,,src\test\java\org\joda\time\TestPartial_Basics.java,,82,41,0,1,0,0,23,0,0,0,3,10,0,0,,,7,6,0,0,72,0,
joda-time-main,TestPartial_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestPartial_Constructors.java,,src\test\java\org\joda\time\TestPartial_Constructors.java,,27,12,0,1,0,0,21,0,0,0,0,0,0,0,,,4,0,0,0,21,0,
joda-time-main,TestPartial_Match.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestPartial_Match.java,,src\test\java\org\joda\time\TestPartial_Match.java,,7,2,0,1,0,0,1,0,0,0,0,0,0,0,,,2,0,0,0,2,0,
joda-time-main,TestPartial_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestPartial_Properties.java,,src\test\java\org\joda\time\TestPartial_Properties.java,,21,10,0,1,0,0,6,0,0,0,0,2,0,0,,,6,6,0,0,16,0,
joda-time-main,TestPeriodType.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestPeriodType.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\PeriodType.java,src\test\java\org\joda\time\TestPeriodType.java,src\main\java\org\joda\time\PeriodType.java,46,38,0,1,0,0,39,0,0,0,1,29,0,0,40,831,4,0,0,0,40,0,
joda-time-main,TestPeriod_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestPeriod_Basics.java,,src\test\java\org\joda\time\TestPeriod_Basics.java,,85,60,0,1,0,0,37,0,0,0,0,4,0,0,,,16,0,0,0,81,0,
joda-time-main,TestPeriod_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestPeriod_Constructors.java,,src\test\java\org\joda\time\TestPeriod_Constructors.java,,112,91,0,1,0,0,107,0,0,0,0,0,0,0,,,1,0,0,0,108,0,
joda-time-main,TestSeconds.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestSeconds.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\Seconds.java,src\test\java\org\joda\time\TestSeconds.java,src\main\java\org\joda\time\Seconds.java,31,18,0,1,0,0,10,0,0,0,0,1,0,0,26,121,1,0,0,0,27,0,
joda-time-main,TestSerialization.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestSerialization.java,,src\test\java\org\joda\time\TestSerialization.java,,33,1,0,1,0,0,26,0,0,0,0,1,0,0,,,0,26,0,0,27,0,
joda-time-main,TestStringConvert.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestStringConvert.java,,src\test\java\org\joda\time\TestStringConvert.java,,24,20,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20,0,
joda-time-main,TestTimeOfDay_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestTimeOfDay_Basics.java,,src\test\java\org\joda\time\TestTimeOfDay_Basics.java,,57,37,0,1,0,0,16,0,0,0,3,6,0,0,,,4,0,0,0,52,0,
joda-time-main,TestTimeOfDay_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestTimeOfDay_Constructors.java,,src\test\java\org\joda\time\TestTimeOfDay_Constructors.java,,50,39,0,1,0,0,46,0,0,0,0,0,0,0,,,7,0,0,0,46,0,
joda-time-main,TestTimeOfDay_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestTimeOfDay_Properties.java,,src\test\java\org\joda\time\TestTimeOfDay_Properties.java,,39,20,0,1,0,0,12,0,0,0,0,4,0,0,,,12,14,0,0,34,0,
joda-time-main,TestWeeks.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestWeeks.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\Weeks.java,src\test\java\org\joda\time\TestWeeks.java,src\main\java\org\joda\time\Weeks.java,31,22,0,1,0,0,14,0,0,0,0,1,0,0,26,123,1,0,0,0,27,0,
joda-time-main,TestYearMonthDay_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestYearMonthDay_Basics.java,,src\test\java\org\joda\time\TestYearMonthDay_Basics.java,,67,32,0,1,0,0,17,0,0,0,3,4,0,0,,,4,0,0,0,62,0,
joda-time-main,TestYearMonthDay_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestYearMonthDay_Constructors.java,,src\test\java\org\joda\time\TestYearMonthDay_Constructors.java,,34,26,0,1,0,0,30,0,0,0,0,0,0,0,,,3,0,0,0,30,0,
joda-time-main,TestYearMonthDay_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestYearMonthDay_Properties.java,,src\test\java\org\joda\time\TestYearMonthDay_Properties.java,,32,16,0,1,0,0,6,0,0,0,0,3,0,0,,,6,11,0,0,27,0,
joda-time-main,TestYearMonth_Basics.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestYearMonth_Basics.java,,src\test\java\org\joda\time\TestYearMonth_Basics.java,,51,31,0,1,0,0,18,0,0,0,3,4,0,0,,,4,0,0,0,46,0,
joda-time-main,TestYearMonth_Constructors.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestYearMonth_Constructors.java,,src\test\java\org\joda\time\TestYearMonth_Constructors.java,,33,24,0,1,0,0,29,0,0,0,0,0,0,0,,,3,0,0,0,29,0,
joda-time-main,TestYearMonth_Properties.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestYearMonth_Properties.java,,src\test\java\org\joda\time\TestYearMonth_Properties.java,,23,12,0,1,0,0,4,0,0,0,0,2,0,0,,,4,6,0,0,18,0,
joda-time-main,TestYears.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\TestYears.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\Years.java,src\test\java\org\joda\time\TestYears.java,src\main\java\org\joda\time\Years.java,25,16,0,1,0,0,9,0,0,0,0,1,0,0,20,108,1,0,0,0,21,0,
joda-time-main,TestAll.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\tz\TestAll.java,,src\test\java\org\joda\time\tz\TestAll.java,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
joda-time-main,TestBuilder.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\tz\TestBuilder.java,,src\test\java\org\joda\time\tz\TestBuilder.java,,14,2,1,1,0,0,2,0,0,0,0,0,0,0,,,0,2,3,0,5,0,
joda-time-main,TestCachedDateTimeZone.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\tz\TestCachedDateTimeZone.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\main\java\org\joda\time\tz\CachedDateTimeZone.java,src\test\java\org\joda\time\tz\TestCachedDateTimeZone.java,src\main\java\org\joda\time\tz\CachedDateTimeZone.java,6,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,
joda-time-main,TestCompiler.java,C:\Users\simon\Documents\Code\thesis-code\joda-time-main\src\test\java\org\joda\time\tz\TestCompiler.java,,src\test\java\org\joda\time\tz\TestCompiler.java,,23,9,0,1,0,0,4,0,0,0,0,0,0,0,,,0,0,0,0,14,0,
